Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
LaSu14i5Si,"Laptop Susa 14"" i5 Silver",Laptop,Susa,"14""",i5,Silver,16*1*1,16,DI44C,Sarah,Despatch,30091,Pick
AlPH14i5Gr,"All-in-one PH 14"" i5 Grey",All-in-one,PH,"14""",i5,Grey,16*1*1,16,BQ58E,Alex,Despatch,30020,Pick
AlRe1716Bl,"All-in-one Rezar 17"" 16GB RAM Black",All-in-one,Rezar,"17""",16GB RAM,Black,16*1*1,16,BG68H,Sarah,Despatch,30048,Pick
PeRe50HeWh,Pencil Reldeats 50 Hexagonal White,Pencil,Reldeats,50,Hexagonal,White,48*10*5,2400,AI34E,John,Despatch,30035,Pick
LaYn158GBl,"Laptop Ynos 15"" 8GB RAM Black",Laptop,Ynos,"15""",8GB RAM,Black,16*1*1,11,BK11D,Jane,Despatch,30074,Pick
LaSu1516Bl,"Laptop Susa 15"" 16GB RAM Black",Laptop,Susa,"15""",16GB RAM,Black,16*1*1,16,AJ52D,Laura,Despatch,30053,Pick
NoGrA3liWh,Notebook Graph A3 line White,Notebook,Graph,A3,line,White,48*10*5,2400,DO09B,Sarah,Despatch,30031,Pick
AlRe14i5Wh,"All-in-one Rezar 14"" i5 White",All-in-one,Rezar,"14""",i5,White,16*1*1,12,AP43F,Chris,Despatch,30007,Pick
GaAESAdGr,Gaming Chair AEKI S Adjustable Grey,Gaming Chair,AEKI,S,Adjustable,Grey,16*1*1,15,DT57C,Sarah,Despatch,30059,Pick
CuTE12LoBe,Cupboard TEWOL 1200 Locker Beige,Cupboard,TEWOL,1200,Locker,Beige,8*1*1,8,BX90E,Alex,Despatch,30051,Pick
GaAELHeGr,Gaming Chair AEKI L Head pillow Grey,Gaming Chair,AEKI,L,Head pillow,Grey,16*1*1,6,BM50C,Sarah,Despatch,30037,Pick
SPGi24SoPi,SPen Gib 24 Soluble Pink,SPen,Gib,24,Soluble,Pink,48*10*5,2400,AZ48A,Mike,Despatch,30026,Pick
MoPH35BlWh,Mouse PH 350 Bluetooth White,Mouse,PH,350,Bluetooth,White,16*10*1,160,BJ22H,Jane,Despatch,30022,Pick
KeSu27BlBl,Keyboard Susa 270 Bluetooth Black,Keyboard,Susa,270,Bluetooth,Black,16*10*1,160,AX50A,Alex,Despatch,30090,Pick
GaXEMHePi,Gaming Chair XENO M Head pillow Pink,Gaming Chair,XENO,M,Head pillow,Pink,16*1*1,15,BW83C,Mike,Despatch,30049,Pick
CuRG90SlWh,Cupboard RGAP 900 Sliding White,Cupboard,RGAP,900,Sliding,White,8*1*1,8,BY16E,David,Despatch,30098,Pick
LaPH17i7Si,"Laptop PH 17"" i7 Silver",Laptop,PH,"17""",i7,Silver,16*1*1,3,CG40G,Amy,Despatch,30017,Pick
LaSu15i5Wh,"Laptop Susa 15"" i5 White",Laptop,Susa,"15""",i5,White,16*1*1,16,DN50H,Alex,Despatch,30067,Pick
LaPH148GSi,"Laptop PH 14"" 8GB RAM Silver",Laptop,PH,"14""",8GB RAM,Silver,16*1*1,7,AQ85E,Laura,Despatch,30083,Pick
MoHc27BlBl,Mouse Hcetigol 270 Bluetooth Black,Mouse,Hcetigol,270,Bluetooth,Black,16*10*1,160,BJ43H,Laura,Despatch,30010,Pick
NoMuA5ruWh,Notebook Music A5 ruled White,Notebook,Music,A5,ruled,White,48*10*5,2400,BK66A,John,Despatch,30022,Pick
AlRe14i5Bl,"All-in-one Rezar 14"" i5 Black",All-in-one,Rezar,"14""",i5,Black,16*1*1,14,BZ73F,Jane,Despatch,30075,Pick
PeGi50WaBl,Pencil Gib 50 Watercolour Black,Pencil,Gib,50,Watercolour,Black,48*10*5,2400,CN22F,Alex,Despatch,30061,Pick
AlPH1516Bl,"All-in-one PH 15"" 16GB RAM Black",All-in-one,PH,"15""",16GB RAM,Black,16*1*1,16,CZ32B,Jane,Despatch,30080,Pick
MoHc27BlNa,Mouse Hcetigol 270 Bluetooth Navi,Mouse,Hcetigol,270,Bluetooth,Navi,16*10*1,160,BU63G,Mike,Despatch,30086,Pick
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,3,BX69D,Sarah,Despatch,30032,Pick
CuQE18SlBl,Cupboard QEKI 1800 Sliding Black,Cupboard,QEKI,1800,Sliding,Black,8*1*1,2,DH96C,Chris,Despatch,30091,Pick
LaSu14i5Si,"Laptop Susa 14"" i5 Silver",Laptop,Susa,"14""",i5,Silver,16*1*1,16,BQ41E,Amy,Despatch,30062,Pick
DrRG90FiBl,Drawer RGAP 900 Filing Black,Drawer,RGAP,900,Filing,Black,8*1*1,6,CZ84A,Laura,Despatch,30031,Pick
SPAl12WaWh,SPen Aloyarc 12 Watercolour White,SPen,Aloyarc,12,Watercolour,White,48*10*5,19,BN89B,David,Despatch,30091,Pick
CaTE18SlBe,Cabinet TEWOL 1800 Sliding Beige,Cabinet,TEWOL,1800,Sliding,Beige,8*1*1,7,DS31G,Amy,Despatch,30022,Pick
DrTE90FiBl,Drawer TEWOL 900 Filing Black,Drawer,TEWOL,900,Filing,Black,8*1*1,7,AR31E,Sarah,Despatch,30026,Pick
TaCI18FrGr,Table CITSATNAF 1800 Frame Grey,Table,CITSATNAF,1800,Frame,Grey,8*1*1,3,DK05H,Amy,Despatch,30069,Pick
CuQE18LoBe,Cupboard QEKI 1800 Locker Beige,Cupboard,QEKI,1800,Locker,Beige,8*1*1,8,CY70F,Chris,Despatch,30000,Pick
LaPH1532Bl,"Laptop PH 15"" 32GB RAM Black",Laptop,PH,"15""",32GB RAM,Black,16*1*1,16,BM73B,Emily,Despatch,30060,Pick
TVEs504KBl,"TV Esnesih 50"" 4K Black",TV,Esnesih,"50""",4K,Black,8*1*1,8,AF98D,John,Despatch,30057,Pick
CuTE18LoWh,Cupboard TEWOL 1800 Locker White,Cupboard,TEWOL,1800,Locker,White,8*1*1,8,DL56E,David,Despatch,30085,Pick
DrQE18FiBe,Drawer QEKI 1800 Filing Beige,Drawer,QEKI,1800,Filing,Beige,8*1*1,8,AI75C,Mike,Despatch,30098,Pick
CuRG18LoGr,Cupboard RGAP 1800 Locker Grey,Cupboard,RGAP,1800,Locker,Grey,8*1*1,8,DM72H,Jane,Despatch,30022,Pick
SPRe50HeGr,SPen Reldeats 50 Hexagonal Grey,SPen,Reldeats,50,Hexagonal,Grey,48*10*5,1354,AJ67H,Jane,Despatch,30080,Pick
KeHc27BlPi,Keyboard Hcetigol 270 Bluetooth Pink,Keyboard,Hcetigol,270,Bluetooth,Pink,16*10*1,160,CW58G,Chris,Despatch,30059,Pick
SPGi24SoWh,SPen Gib 24 Soluble White,SPen,Gib,24,Soluble,White,48*10*5,1688,CP15B,Emily,Despatch,30040,Pick
PrPHA4LaBl,Printer PH A4 Laser Black,Printer,PH,A4,Laser,Black,16*1*1,7,DO46E,Laura,Despatch,30079,Pick
DrRG12LoBl,Drawer RGAP 1200 Locker Black,Drawer,RGAP,1200,Locker,Black,8*1*1,8,BQ07D,Laura,Despatch,30074,Pick
PrPHA4InWh,Printer PH A4 Inkjet White,Printer,PH,A4,Inkjet,White,16*1*1,5,CP73A,David,Despatch,30015,Pick
MoSu27ErWh,Mouse Susa 270 Ergonomic White,Mouse,Susa,270,Ergonomic,White,16*10*1,160,BP17B,Sarah,Despatch,30082,Pick
PeNa24WaBl,Pencil Nalin 24 Watercolour Black,Pencil,Nalin,24,Watercolour,Black,48*10*5,237,BX44H,John,Despatch,30053,Pick
GaSELAdBl,Gaming Chair SEWOL L Adjustable Black,Gaming Chair,SEWOL,L,Adjustable,Black,16*1*1,16,DU55F,Alex,Despatch,30025,Pick
AlSu15i7Wh,"All-in-one Susa 15"" i7 White",All-in-one,Susa,"15""",i7,White,16*1*1,8,AL44C,Emily,Despatch,30070,Pick
LaYn15i5Gr,"Laptop Ynos 15"" i5 Grey",Laptop,Ynos,"15""",i5,Grey,16*1*1,16,DL40C,Sarah,Despatch,30078,Pick
OfAELLeGr,Office Chair AEKI L Leather Grey,Office Chair,AEKI,L,Leather,Grey,16*1*1,16,DN89A,Laura,Despatch,30084,Pick
PrSoA4InBl,Printer Sonac A4 Inkjet Black,Printer,Sonac,A4,Inkjet,Black,16*1*1,2,CU81E,John,Despatch,30082,Pick
TVGL75S4Gr,"TV GL 75"" S4K Grey",TV,GL,"75""",S4K,Grey,8*1*1,8,AH32H,Sarah,Despatch,30000,Pick
NoGrA3ruWh,Notebook Graph A3 ruled White,Notebook,Graph,A3,ruled,White,48*10*5,681,AR28B,Alex,Despatch,30060,Pick
OfOGSLeGr,Office Chair OGAP S Leather Grey,Office Chair,OGAP,S,Leather,Grey,16*1*1,12,BU88F,Emily,Despatch,30053,Pick
OfSELAdWh,Office Chair SEWOL L Adjustable White,Office Chair,SEWOL,L,Adjustable,White,16*1*1,16,DT01E,Laura,Despatch,30062,Pick
TVEs75FHSi,"TV Esnesih 75"" FHD Silver",TV,Esnesih,"75""",FHD,Silver,8*1*1,5,BP41H,Alex,Despatch,30028,Pick
AlRe1416Gr,"All-in-one Rezar 14"" 16GB RAM Grey",All-in-one,Rezar,"14""",16GB RAM,Grey,16*1*1,16,AQ91A,Emily,Despatch,30072,Pick
MoPH45WiWh,Mouse PH 450 Wireled White,Mouse,PH,450,Wireled,White,16*10*1,70,BS13C,Emily,Despatch,30099,Pick
SPAl12SoWh,SPen Aloyarc 12 Soluble White,SPen,Aloyarc,12,Soluble,White,48*10*5,2360,CU67A,Jane,Despatch,30048,Pick
KeHc27ErWh,Keyboard Hcetigol 270 Ergonomic White,Keyboard,Hcetigol,270,Ergonomic,White,16*10*1,44,CV60A,Amy,Despatch,30001,Pick
TVGn65SFBl,"TV Gnusmag 65"" SFHD Black",TV,Gnusmag,"65""",SFHD,Black,8*1*1,8,CJ93H,David,Despatch,30047,Pick
KeHc45BlPi,Keyboard Hcetigol 450 Bluetooth Pink,Keyboard,Hcetigol,450,Bluetooth,Pink,16*10*1,160,AF39B,Laura,Despatch,30097,Pick
PrSoA3LaMi,Printer Sonac A3 Laser Mix,Printer,Sonac,A3,Laser,Mix,16*1*1,16,BO76G,Emily,Despatch,30049,Pick
AlSu1532Bl,"All-in-one Susa 15"" 32GB RAM Black",All-in-one,Susa,"15""",32GB RAM,Black,16*1*1,16,BJ22G,Laura,Despatch,30078,Pick
TaTR15AdBl,Table TRAMA 1500 Adjustable Black,Table,TRAMA,1500,Adjustable,Black,8*1*1,8,DO59D,Chris,Despatch,30022,Pick
MoRe35ErBl,Mouse Rerar 350 Ergonomic Black,Mouse,Rerar,350,Ergonomic,Black,16*10*1,154,CG55B,Amy,Despatch,30079,Pick
AlSu15i7Bl,"All-in-one Susa 15"" i7 Black",All-in-one,Susa,"15""",i7,Black,16*1*1,8,BO14E,Chris,Despatch,30082,Pick
DrWE12DoBl,Drawer WENO 1200 Door Black,Drawer,WENO,1200,Door,Black,8*1*1,8,DG02C,Mike,Despatch,30085,Pick
AlRe1532Wh,"All-in-one Rezar 15"" 32GB RAM White",All-in-one,Rezar,"15""",32GB RAM,White,16*1*1,16,CL50G,John,Despatch,30099,Pick
TaCI15AuGr,Table CITSATNAF 1500 Auto Adjustable Grey,Table,CITSATNAF,1500,Auto Adjustable,Grey,8*1*1,8,CY45A,Amy,Despatch,30077,Pick
PeNa24HePi,Pencil Nalin 24 Hexagonal Pink,Pencil,Nalin,24,Hexagonal,Pink,48*10*5,1462,AS56C,Alex,Despatch,30058,Pick
OfSESAdWh,Office Chair SEWOL S Adjustable White,Office Chair,SEWOL,S,Adjustable,White,16*1*1,4,DX94A,Mike,Despatch,30075,Pick
CuTE18FiGr,Cupboard TEWOL 1800 Filing Grey,Cupboard,TEWOL,1800,Filing,Grey,8*1*1,6,DT92E,Alex,Despatch,30095,Pick
TaTR15FrBl,Table TRAMK 1500 Frame Black,Table,TRAMK,1500,Frame,Black,8*1*1,8,CX79D,Chris,Despatch,30027,Pick
TVYn42SFBl,"TV Ynos 42"" SFHD Black",TV,Ynos,"42""",SFHD,Black,8*1*1,8,DY63F,Emily,Despatch,30081,Pick
NoExA3liWh,Notebook Excercise A3 line White,Notebook,Excercise,A3,line,White,48*10*5,2400,BM24E,John,Despatch,30036,Pick
TVEs75FHWh,"TV Esnesih 75"" FHD White",TV,Esnesih,"75""",FHD,White,8*1*1,8,BJ98C,Laura,Despatch,30069,Pick
PrSoA3InWh,Printer Sonac A3 Inkjet White,Printer,Sonac,A3,Inkjet,White,16*1*1,16,BY67C,David,Despatch,30099,Pick
LaOv158GGr,"Laptop Ovonel 15"" 8GB RAM Grey",Laptop,Ovonel,"15""",8GB RAM,Grey,16*1*1,7,CN94D,Mike,Despatch,30015,Pick
LaOv1732Bl,"Laptop Ovonel 17"" 32GB RAM Black",Laptop,Ovonel,"17""",32GB RAM,Black,16*1*1,14,CU32A,Mike,Despatch,30048,Pick
NoGrA3doSi,Notebook Graph A3 dot Silver,Notebook,Graph,A3,dot,Silver,48*10*5,2400,AS44C,David,Despatch,30089,Pick
NoGrA4liGr,Notebook Graph A4 line Grey,Notebook,Graph,A4,line,Grey,48*10*5,2400,AU63D,Emily,Despatch,30083,Pick
AlSu1516Wh,"All-in-one Susa 15"" 16GB RAM White",All-in-one,Susa,"15""",16GB RAM,White,16*1*1,14,CK97E,Jane,Despatch,30098,Pick
TVGL75S4Wh,"TV GL 75"" S4K White",TV,GL,"75""",S4K,White,8*1*1,8,DJ79F,Alex,Despatch,30042,Pick
NoGrA5liGr,Notebook Graph A5 line Grey,Notebook,Graph,A5,line,Grey,48*10*5,2400,DK02D,Jane,Despatch,30094,Pick
OfSESHePi,Office Chair SEWOL S Head pillow Pink,Office Chair,SEWOL,S,Head pillow,Pink,16*1*1,16,DL84E,Emily,Despatch,30031,Pick
TaAE10AdBl,Table AEKI 1000 Adjustable Black,Table,AEKI,1000,Adjustable,Black,8*1*1,4,AR34A,Emily,Despatch,30098,Pick
CaTE12FiGr,Cabinet TEWOL 1200 Filing Grey,Cabinet,TEWOL,1200,Filing,Grey,8*1*1,8,BZ98G,David,Despatch,30017,Pick
AlRe178GSi,"All-in-one Rezar 17"" 8GB RAM Silver",All-in-one,Rezar,"17""",8GB RAM,Silver,16*1*1,2,DK93E,John,Despatch,30042,Pick
TVGL65SFWh,"TV GL 65"" SFHD White",TV,GL,"65""",SFHD,White,8*1*1,1,CS60F,Mike,Despatch,30013,Pick
TaTR15FrWh,Table TRAMA 1500 Frame White,Table,TRAMA,1500,Frame,White,8*1*1,8,DZ03C,Sarah,Despatch,30064,Pick
TaCI10AdGr,Table CITSATNAF 1000 Adjustable Grey,Table,CITSATNAF,1000,Adjustable,Grey,8*1*1,8,AX03G,Laura,Despatch,30066,Pick
NoExA5liSi,Notebook Excercise A5 line Silver,Notebook,Excercise,A5,line,Silver,48*10*5,129,CG47B,David,Despatch,30066,Pick
TaAE10FrGr,Table AEKI 1000 Frame Grey,Table,AEKI,1000,Frame,Grey,8*1*1,8,CU46B,Mike,Despatch,30072,Pick
SPGi24HeBl,SPen Gib 24 Hexagonal Black,SPen,Gib,24,Hexagonal,Black,48*10*5,2400,DN51G,Laura,Despatch,30025,Pick
TVYn32SFWh,"TV Ynos 32"" SFHD White",TV,Ynos,"32""",SFHD,White,8*1*1,8,CK84C,Chris,Despatch,30078,Pick
SPGi24HePi,SPen Gib 24 Hexagonal Pink,SPen,Gib,24,Hexagonal,Pink,48*10*5,2400,DU83D,Amy,Despatch,30002,Pick
OfOGLAdBl,Office Chair OGAP L Adjustable Black,Office Chair,OGAP,L,Adjustable,Black,16*1*1,16,CV17F,Sarah,Despatch,30063,Pick
GaAEMErGr,Gaming Chair AEKI M Ergonomic Grey,Gaming Chair,AEKI,M,Ergonomic,Grey,16*1*1,16,AR76E,Chris,Despatch,30083,Pick
MoPH27MeWh,Mouse PH 270 Mechanical White,Mouse,PH,270,Mechanical,White,16*10*1,160,AK86H,Sarah,Despatch,30059,Pick
PeRe12WaWh,Pencil Reldeats 12 Watercolour White,Pencil,Reldeats,12,Watercolour,White,48*10*5,2400,CH66D,Mike,Despatch,30072,Pick
CuWE12FiGr,Cupboard WENO 1200 Filing Grey,Cupboard,WENO,1200,Filing,Grey,8*1*1,8,BY50A,John,Despatch,30094,Pick
TVYn42SFBl,"TV Ynos 42"" SFHD Black",TV,Ynos,"42""",SFHD,Black,8*1*1,8,DP86F,Jane,Despatch,30085,Pick
OfOGMLePi,Office Chair OGAP M Leather Pink,Office Chair,OGAP,M,Leather,Pink,16*1*1,1,DL13F,Laura,Despatch,30007,Pick
TVGn32SFSi,"TV Gnusmag 32"" SFHD Silver",TV,Gnusmag,"32""",SFHD,Silver,8*1*1,3,CU40D,Chris,Despatch,30093,Pick
DrRG18SlWh,Drawer RGAP 1800 Sliding White,Drawer,RGAP,1800,Sliding,White,8*1*1,8,AY30G,Laura,Despatch,30056,Pick
TaTR10AuGr,Table TRAMK 1000 Auto Adjustable Grey,Table,TRAMA,1000,Auto Adjustable,Grey,8*1*1,1,CS94E,Emily,Despatch,30097,Pick
CuQE18LoWh,Cupboard QEKI 1800 Locker White,Cupboard,QEKI,1800,Locker,White,8*1*1,5,CM89H,Sarah,Despatch,30032,Pick
TVGL75FHSi,"TV GL 75"" FHD Silver",TV,GL,"75""",FHD,Silver,8*1*1,6,BW05E,Jane,Despatch,30078,Pick
NoMuA5ruWh,Notebook Music A5 ruled White,Notebook,Music,A5,ruled,White,48*10*5,393,AS27G,Jane,Despatch,30082,Pick
PeGi50SoGr,Pencil Gib 50 Soluble Grey,Pencil,Gib,50,Soluble,Grey,48*10*5,2400,CT12G,Sarah,Despatch,30076,Pick
MoRe45WiWh,Mouse Rerar 450 Wireled White,Mouse,Rerar,450,Wireled,White,16*10*1,160,AT51D,David,Despatch,30081,Pick
LaSu1416Bl,"Laptop Susa 14"" 16GB RAM Black",Laptop,Susa,"14""",16GB RAM,Black,16*1*1,16,DL67D,Jane,Despatch,30069,Pick
DrTE12DoBl,Drawer TEWOL 1200 Door Black,Drawer,TEWOL,1200,Door,Black,8*1*1,8,DH77C,Jane,Despatch,30005,Pick
SPRe24HeBl,SPen Reldeats 24 Hexagonal Black,SPen,Reldeats,24,Hexagonal,Black,48*10*5,214,DQ65C,Laura,Despatch,30078,Pick
LaOv17i5Wh,"Laptop Ovonel 17"" i5 White",Laptop,Ovonel,"17""",i5,White,16*1*1,16,AS78G,David,Despatch,30000,Pick
NoExA4liSi,Notebook Excercise A4 line Silver,Notebook,Excercise,A4,line,Silver,48*10*5,2400,CT97A,Mike,Despatch,30071,Pick
TVYn75FHGr,"TV Ynos 75"" FHD Grey",TV,Ynos,"75""",FHD,Grey,8*1*1,2,AP62A,Sarah,Despatch,30054,Pick
KeHc45ErPi,Keyboard Hcetigol 450 Ergonomic Pink,Keyboard,Hcetigol,450,Ergonomic,Pink,16*10*1,160,DU27D,Emily,Despatch,30034,Pick
GaOGSAdGr,Gaming Chair OGAP S Adjustable Grey,Gaming Chair,OGAP,S,Adjustable,Grey,16*1*1,16,CM71A,Laura,Despatch,30041,Pick
TVEs65SFBl,"TV Esnesih 65"" SFHD Black",TV,Esnesih,"65""",SFHD,Black,8*1*1,5,CS72D,Laura,Despatch,30000,Pick
PeNa24SoWh,Pencil Nalin 24 Soluble White,Pencil,Nalin,24,Soluble,White,48*10*5,2400,AH77F,Laura,Despatch,30022,Pick
OfXESHeGr,Office Chair XENO S Head pillow Grey,Office Chair,XENO,S,Head pillow,Grey,16*1*1,16,BH41C,Alex,Despatch,30093,Pick
KeHc45BlBl,Keyboard Hcetigol 450 Bluetooth Black,Keyboard,Hcetigol,450,Bluetooth,Black,16*10*1,160,CN09F,John,Despatch,30030,Pick
TaAE10FrGr,Table AEKI 1000 Frame Grey,Table,AEKI,1000,Frame,Grey,8*1*1,4,BP27F,Jane,Despatch,30035,Pick
AlYn178GGr,"All-in-one Ynos 17"" 8GB RAM Grey",All-in-one,Ynos,"17""",8GB RAM,Grey,16*1*1,15,BZ73B,John,Despatch,30094,Pick
CuRG12LoBl,Cupboard RGAP 1200 Locker Black,Cupboard,RGAP,1200,Locker,Black,8*1*1,1,CS31C,Mike,Despatch,30097,Pick
CuWE90SlWh,Cupboard WENO 900 Sliding White,Cupboard,WENO,900,Sliding,White,8*1*1,3,AU91C,David,Despatch,30039,Pick
GaAELLePi,Gaming Chair AEKI L Leather Pink,Gaming Chair,AEKI,L,Leather,Pink,16*1*1,7,CW23C,Laura,Despatch,30003,Pick
LaRe178GSi,"Laptop Rezar 17"" 8GB RAM Silver",Laptop,Rezar,"17""",8GB RAM,Silver,16*1*1,10,AF79E,Amy,Despatch,30072,Pick
CaWE12LoGr,Cabinet WENO 1200 Locker Grey,Cabinet,WENO,1200,Locker,Grey,8*1*1,2,CT51B,Jane,Despatch,30095,Pick
PrReA3AlBl,Printer Rehtorb A3 All-in-one Black,Printer,Rehtorb,A3,All-in-one,Black,16*1*1,1,CF84H,Laura,Despatch,30037,Pick
LaPH148GGr,"Laptop PH 14"" 8GB RAM Grey",Laptop,PH,"14""",8GB RAM,Grey,16*1*1,10,BG90F,Alex,Despatch,30072,Pick
GaAESAdGr,Gaming Chair AEKI S Adjustable Grey,Gaming Chair,AEKI,S,Adjustable,Grey,16*1*1,16,AX48F,John,Despatch,30066,Pick
TVGn32S4Si,"TV Gnusmag 32"" S4K Silver",TV,Gnusmag,"32""",S4K,Silver,8*1*1,8,AH84G,Jane,Despatch,30033,Pick
LaOv1432Gr,"Laptop Ovonel 14"" 32GB RAM Grey",Laptop,Ovonel,"14""",32GB RAM,Grey,16*1*1,16,DY66A,Emily,Despatch,30029,Pick
CuQE90LoBe,Cupboard QEKI 900 Locker Beige,Cupboard,QEKI,900,Locker,Beige,8*1*1,3,AU96E,Mike,Despatch,30070,Pick
OfSELAdBl,Office Chair SEWOL L Adjustable Black,Office Chair,SEWOL,L,Adjustable,Black,16*1*1,5,BN15E,John,Despatch,30046,Pick
GaAELAdGr,Gaming Chair AEKI L Adjustable Grey,Gaming Chair,AEKI,L,Adjustable,Grey,16*1*1,6,CP04A,Sarah,Despatch,30063,Pick
OfXESAdBl,Office Chair XENO S Adjustable Black,Office Chair,XENO,S,Adjustable,Black,16*1*1,16,AY11E,Alex,Despatch,30072,Pick
CaQE90LoWh,Cabinet QEKI 900 Locker White,Cabinet,QEKI,900,Locker,White,8*1*1,6,DH65G,John,Despatch,30033,Pick
PrPHA3AlMi,Printer PH A3 All-in-one Mix,Printer,PH,A3,All-in-one,Mix,16*1*1,16,CU12G,Jane,Despatch,30000,Pick
DrWE12FiBe,Drawer WENO 1200 Filing Beige,Drawer,WENO,1200,Filing,Beige,8*1*1,8,BR89F,Alex,Despatch,30019,Pick
TVEs754KBl,"TV Esnesih 75"" 4K Black",TV,Esnesih,"75""",4K,Black,8*1*1,8,CT42H,Chris,Despatch,30069,Pick
OfXEMLeWh,Office Chair XENO M Leather White,Office Chair,XENO,M,Leather,White,16*1*1,2,CQ84B,Jane,Despatch,30087,Pick
PrNoA4WiMi,Printer Nospe A4 Wifi Mix,Printer,Nospe,A4,Wifi,Mix,16*1*1,15,CG94F,Emily,Despatch,30034,Pick
CaRG18FiBe,Cabinet RGAP 1800 Filing Beige,Cabinet,RGAP,1800,Filing,Beige,8*1*1,8,DX05D,Jane,Despatch,30052,Pick
TVEs65FHSi,"TV Esnesih 65"" FHD Silver",TV,Esnesih,"65""",FHD,Silver,8*1*1,8,CR91C,Amy,Despatch,30055,Pick
OfAEMAdPi,Office Chair AEKI M Adjustable Pink,Office Chair,AEKI,M,Adjustable,Pink,16*1*1,16,CX24B,Chris,Despatch,30075,Pick
TaTR18FrBl,Table TRAMA 1800 Frame Black,Table,TRAMA,1800,Frame,Black,8*1*1,5,DU35G,Emily,Despatch,30000,Pick
SPGi50SoBl,SPen Gib 50 Soluble Black,SPen,Gib,50,Soluble,Black,48*10*5,445,AP04B,Amy,Despatch,30008,Pick
DrWE18DoGr,Drawer WENO 1800 Door Grey,Drawer,WENO,1800,Door,Grey,8*1*1,8,BK83H,David,Despatch,30075,Pick
DrWE90DoBl,Drawer WENO 900 Door Black,Drawer,WENO,900,Door,Black,8*1*1,8,AF32F,Sarah,Despatch,30038,Pick
PeNa24WaGr,Pencil Nalin 24 Watercolour Grey,Pencil,Nalin,24,Watercolour,Grey,48*10*5,1310,BM08A,Chris,Despatch,30020,Pick
AlOv14i7Si,"All-in-one Ovonel 14"" i7 Silver",All-in-one,Ovonel,"14""",i7,Silver,16*1*1,5,DK68B,Emily,Despatch,30061,Pick
TVGn75S4Wh,"TV Gnusmag 75"" S4K White",TV,Gnusmag,"75""",S4K,White,8*1*1,8,BS33F,Alex,Despatch,30071,Pick
DrQE12FiBl,Drawer QEKI 1200 Filing Black,Drawer,QEKI,1200,Filing,Black,8*1*1,8,CI06C,Alex,Despatch,30032,Pick
CaTE12FiBe,Cabinet TEWOL 1200 Filing Beige,Cabinet,TEWOL,1200,Filing,Beige,8*1*1,8,CR56D,Mike,Despatch,30090,Pick
SPGi50SoWh,SPen Gib 50 Soluble White,SPen,Gib,50,Soluble,White,48*10*5,2400,DJ86E,Laura,Despatch,30000,Pick
LaSu178GGr,"Laptop Susa 17"" 8GB RAM Grey",Laptop,Susa,"17""",8GB RAM,Grey,16*1*1,16,CQ43H,Jane,Despatch,30092,Pick
PeGi24HeWh,Pencil Gib 24 Hexagonal White,Pencil,Gib,24,Hexagonal,White,48*10*5,1534,DP37C,Sarah,Despatch,30086,Pick
DrTE12SlGr,Drawer TEWOL 1200 Sliding Grey,Drawer,TEWOL,1200,Sliding,Grey,8*1*1,8,DS16F,Laura,Despatch,30057,Pick
NoExA3liBl,Notebook Excercise A3 line Black,Notebook,Excercise,A3,line,Black,48*10*5,2400,BK28B,Laura,Despatch,30053,Pick
TVEs42SFSi,"TV Esnesih 42"" SFHD Silver",TV,Esnesih,"42""",SFHD,Silver,8*1*1,1,BF94B,John,Despatch,30040,Pick
PeNa24WaWh,Pencil Nalin 24 Watercolour White,Pencil,Nalin,24,Watercolour,White,48*10*5,321,DM41G,John,Despatch,30064,Pick
TVGn50SFGr,"TV Gnusmag 50"" SFHD Grey",TV,Gnusmag,"50""",SFHD,Grey,8*1*1,8,BS59B,David,Despatch,30081,Pick
NoGrA3liWh,Notebook Graph A3 line White,Notebook,Graph,A3,line,White,48*10*5,2400,BL22E,Laura,Despatch,30056,Pick
KeSu27BlWh,Keyboard Susa 270 Bluetooth White,Keyboard,Susa,270,Bluetooth,White,16*10*1,160,CH82A,Alex,Despatch,30065,Pick
PrNoA4WiGr,Printer Nospe A4 Wifi Grey,Printer,Nospe,A4,Wifi,Grey,16*1*1,4,AX19C,Alex,Despatch,30042,Pick
GaOGMLePi,Gaming Chair OGAP M Leather Pink,Gaming Chair,OGAP,M,Leather,Pink,16*1*1,9,AP96C,Sarah,Despatch,30069,Pick
CuWE12LoBe,Cupboard WENO 1200 Locker Beige,Cupboard,WENO,1200,Locker,Beige,8*1*1,3,AL33B,Mike,Despatch,30067,Pick
TVEs42FHBl,"TV Esnesih 42"" FHD Black",TV,Esnesih,"42""",FHD,Black,8*1*1,8,BH68C,Amy,Despatch,30029,Pick
MoSu35ErWh,Mouse Susa 350 Ergonomic White,Mouse,Susa,350,Ergonomic,White,16*10*1,138,CI52C,Sarah,Despatch,30066,Pick
MoSu27MePi,Mouse Susa 270 Mechanical Pink,Mouse,Susa,270,Mechanical,Pink,16*10*1,160,AZ89H,David,Despatch,30096,Pick
OfXESHeGr,Office Chair XENO S Head pillow Grey,Office Chair,XENO,S,Head pillow,Grey,16*1*1,4,CN13C,Alex,Despatch,30051,Pick
